"","PlayerShort","Height","Weight","Position1","Club","Country","Rater1","Rater2","Rater","Skintone","Position","Games","Victories","Ties","Defeats","Goals","YellowCards","YellowReds","RedCards","RedCardsRate"
"549","tripy-makonda",180,70,"Left Fullback","Stade Brest","France",0.75,1,0.875,"very dark","Def",61,23,18,20,0,9,0,1,0.0163934426229508
"550","john-boye",184,69,"Right Fullback","Stade Rennes","France",0.75,1,0.875,"very dark","Def",89,34,18,37,4,15,0,2,0.0224719101123595
"551","abdul-rahman-baba",179,70,"Left Fullback","SpVgg Greuther F_rth","Germany",0.75,1,0.875,"very dark","Def",50,17,8,25,0,3,0,1,0.02
"552","bacary-sagna",176,72,"Right Fullback","Arsenal FC","England",1,1,1,"very dark","Def",432,227,108,97,5,44,0,2,0.00462962962962963
"553","kolo-toure",183,76,"Center Back","Manchester City","England",1,1,1,"very dark","Def",518,295,129,94,20,44,2,1,0.00193050193050193
"554","micah-richards",180,83,"Right Fullback","Manchester City","England",1,1,1,"very dark","Def",271,137,46,88,12,35,0,0,0
"555","leon-barnett",186,71,"Center Back","Norwich City","England",1,1,1,"very dark","Def",256,95,60,101,13,37,3,2,0.0078125
"556","sebastien-bassong",187,84,"Center Back","Norwich City","England",1,1,1,"very dark","Def",231,66,67,98,6,17,1,3,0.012987012987013
"557","william-gallas",181,72,"Center Back","Tottenham Hotspur","England",1,1,1,"very dark","Def",655,344,174,137,41,71,0,3,0.00458015267175573
"558","guy-demel",187,83,"Right Fullback","West Ham United","England",1,1,1,"very dark","Def",371,177,87,107,12,61,1,1,0.00269541778975741
"559","emmerson-boyce",183,78,"Center Back","Wigan Athletic","England",1,1,1,"very dark","Def",358,120,88,150,14,33,1,0,0
"560","lamine-gassama",181,74,"Right Fullback","FC Lorient","France",1,1,1,"very dark","Def",74,26,20,28,0,16,1,0,0
"561","jerry-vandam",186,72,"Right Fullback","Lille OSC","France",1,1,1,"very dark","Def",94,36,18,40,1,12,1,0,0
"562","mouhamadou-dabo",176,65,"Left Fullback","Olympique Lyon","France",1,1,1,"very dark","Def",233,102,56,75,2,31,1,3,0.0128755364806867
"563","souleymane-diawara",185,74,"Center Back","Olympique Marseille","France",1,1,1,"very dark","Def",428,185,103,140,18,76,3,3,0.00700934579439252
"564","pape-mbow",190,74,"Center Back","Olympique Marseille","France",1,1,1,"very dark","Def",42,17,8,17,1,8,0,1,0.0238095238095238
"565","senah-mango",181,78,"Center Back","Olympique Marseille","France",1,1,1,"very dark","Def",3,0,2,1,0,1,0,0,0
"566","mamadou-sakho",187,82,"Center Back","Paris Saint-Germain","France",1,1,1,"very dark","Def",216,104,61,51,11,23,0,4,0.0185185185185185
"567","onyekachi-apam",177,67,"Center Back","Stade Rennes","France",1,1,1,"very dark","Def",142,53,45,44,1,38,3,1,0.00704225352112676
"568","brou-angoua",178,69,"Center Back","Valenciennes FC","France",1,1,1,"very dark","Def",128,34,44,50,3,25,0,1,0.0078125
"569","constant-djakpa",177,71,"Left Fullback","Eintracht Frankfurt","Germany",1,1,1,"very dark","Def",138,56,28,54,5,21,0,3,0.0217391304347826
"570","gibril-sankoh",186,80,"Center Back","FC Augsburg","Germany",1,1,1,"very dark","Def",245,102,58,85,1,40,2,2,0.00816326530612245
"571","fallou-diagne",185,75,"Center Back","SC Freiburg","Germany",1,1,1,"very dark","Def",124,49,35,40,6,25,0,4,0.032258064516129
"572","antonio-ruediger",190,85,"Center Back","VfB Stuttgart","Germany",1,1,1,"very dark","Def",113,40,26,47,8,24,1,3,0.0265486725663717
"573","arthur-boka",166,67,"Left Fullback","VfB Stuttgart","Germany",1,1,1,"very dark","Def",390,147,95,148,12,66,2,2,0.00512820512820513
"574","pape-diakhate",181,75,"Center Back","Granada CF","Spain",1,1,1,"very dark","Def",251,105,65,81,5,57,6,1,0.00398406374501992
"575","aly-cissokho",181,75,"Left Fullback","Valencia CF","Spain",1,1,1,"very dark","Def",213,109,51,53,4,28,0,3,0.0140845070422535
"576","thomas-vermaelen",180,73,"Center Back","Arsenal FC","England",0,0,0,"very light","Def",347,193,57,97,27,54,1,3,0.00864553314121038
"577","laurent-koscielny",185,75,"Center Back","Arsenal FC","England",0,0,0,"very light","Def",247,135,52,60,20,36,2,3,0.0121457489878543
"578","ignasi-miquel",193,85,"Center Back","Arsenal FC","England",0,0,0,"very light","Def",31,19,1,11,2,2,0,0,0
"579","per-mertesacker",198,85,"Center Back","Arsenal FC","England",0,0,0,"very light","Def",518,281,112,125,34,25,1,3,0.00579150579150579
"580","richard-dunne",188,95,"Center Back","Aston Villa","England",0,0,0,"very light","Def",593,224,157,212,16,94,6,6,0.0101180438448567
"581","stephen-warnock",183,77,"Left Fullback","Bolton Wanderers","England",0,0,0,"very light","Def",400,159,107,134,16,71,1,1,0.0025
"582","david-luiz",185,73,"Center Back","Chelsea FC","England",0,0,0,"very light","Def",289,182,47,60,17,70,0,0,0
"583","john-terry",184,75,"Center Back","Chelsea FC","England",0,0,0,"very light","Def",696,436,140,120,64,97,2,3,0.00431034482758621
"584","branislav-ivanovic",182,78,"Center Back","Chelsea FC","England",0,0,0,"very light","Def",394,214,76,104,40,66,0,3,0.00761421319796954
"585","tony-hibbert",172,70,"Right Fullback","Everton FC","England",0,0,0,"very light","Def",318,140,71,107,0,47,1,2,0.00628930817610063
"586","philippe-senderos",190,84,"Center Back","Fulham FC","England",0,0,0,"very light","Def",274,133,67,74,12,45,1,2,0.0072992700729927
"587","john-arne-riise",185,77,"Left Fullback","Fulham FC","England",0,0,0,"very light","Def",722,365,152,205,62,36,0,1,0.00138504155124654
"588","martin-skrtel",191,81,"Center Back","Liverpool FC","England",0,0,0,"very light","Def",347,165,84,98,22,69,1,1,0.00288184438040346
"589","jose-enrique",184,82,"Left Fullback","Liverpool FC","England",0,0,0,"very light","Def",253,113,67,73,4,17,1,0,0
"590","ryan-mclaughlin_2",183,75,"Right Fullback","Liverpool FC","England",0,0,0,"very light","Def",16,4,2,10,2,1,0,0,0
"591","phil-jones",180,71,"Center Back","Manchester United","England",0,0,0,"very light","Def",160,84,36,40,5,24,0,0,0
"592","jonny-evans",188,77,"Center Back","Manchester United","England",0,0,0,"very light","Def",255,150,44,61,9,27,0,3,0.0117647058823529
"593","nemanja-vidic",188,82,"Center Back","Manchester United","England",0,0,0,"very light","Def",367,237,64,66,26,71,5,4,0.0108991825613079
"594","adam-smith_3",173,73,"Right Fullback","Millwall FC","England",0,0,0,"very light","Def",131,55,31,45,4,29,2,1,0.00763358778625954
"595","michael-turner",193,79,"Center Back","Norwich City","England",0,0,0,"very light","Def",283,89,80,114,17,42,1,1,0.00353356890459364
"596","fabio_13",172,65,"Left Fullback","Queens Park Rangers","England",0,0,0,"very light","Def",94,47,18,29,4,14,0,2,0.0212765957446809
"597","nicky-shorey",175,67,"Left Fullback","Reading FC","England",0,0,0,"very light","Def",433,183,103,147,14,25,0,2,0.0046189376443418
"598","ryan-shawcross",183,76,"Center Back","Stoke City","England",0,0,0,"very light","Def",286,109,77,100,20,59,2,2,0.00699300699300699
"599","robert-huth",187,80,"Center Back","Stoke City","England",0,0,0,"very light","Def",333,134,87,112,25,69,1,2,0.00600600600600601
"600","liam-ridgewell",177,64,"Center Back","West Bromwich Albion","England",0,0,0,"very light","Def",345,115,105,125,20,58,0,2,0.00579710144927536
"601","gabriel-tamas",188,79,"Center Back","West Bromwich Albion","England",0,0,0,"very light","Def",278,108,66,104,9,59,4,3,0.0107913669064748
"602","james-tomkins",191,74,"Center Back","West Ham United","England",0,0,0,"very light","Def",201,77,45,79,7,19,1,1,0.00497512437810945
"603","james-collins",188,83,"Center Back","West Ham United","England",0,0,0,"very light","Def",335,117,93,125,17,54,1,1,0.00298507462686567
"604","george-mccartney",180,74,"Left Fullback","West Ham United","England",0,0,0,"very light","Def",410,157,96,157,2,64,1,1,0.0024390243902439
"605","gary-caldwell",180,74,"Center Back","Wigan Athletic","England",0,0,0,"very light","Def",437,174,101,162,17,69,2,7,0.0160183066361556
"606","piscu",184,77,"Center Back","Wigan Athletic","England",0,0,0,"very light","Def",59,19,12,28,1,12,0,1,0.0169491525423729
"607","antolin-alcaraz",184,78,"Center Back","Wigan Athletic","England",0,0,0,"very light","Def",216,87,60,69,14,43,3,3,0.0138888888888889
"608","daniel-wass",181,74,"Right Fullback","_vian Thonon Gaillard","France",0,0,0,"very light","Def",216,89,54,73,23,15,0,0,0
"609","fabrice-begeorgi",177,74,"Right Fullback","AC Ajaccio","France",0,0,0,"very light","Def",91,31,32,28,4,15,1,1,0.010989010989011
"610","francois-clerc",186,77,"Right Fullback","AS Saint-_tienne","France",0,0,0,"very light","Def",247,122,67,58,9,30,0,0,0
"611","david-sauget",175,69,"Left Fullback","FC Sochaux","France",0,0,0,"very light","Def",224,71,55,98,3,18,0,1,0.00446428571428571
"612","florian-marange",176,70,"Left Fullback","Girondins Bordeaux","France",0,0,0,"very light","Def",146,57,43,46,2,15,1,0,0
"613","cyril-jeunechamp",177,68,"Left Fullback","Montpellier HSC","France",0,0,0,"very light","Def",409,164,105,140,10,107,6,13,0.0317848410757946
"614","renato-civelli",191,87,"Center Back","OGC Nice","France",0,0,0,"very light","Def",311,121,93,97,24,71,2,7,0.022508038585209
"615","dejan-lovren",188,84,"Center Back","Olympique Lyon","France",0,0,0,"very light","Def",213,110,49,54,12,39,5,2,0.00938967136150235
"616","sylvain-armand",182,82,"Left Fullback","Paris Saint-Germain","France",0,0,0,"very light","Def",494,206,133,155,20,64,3,5,0.0101214574898785
"617","franck-signorino",173,69,"Left Fullback","Stade Reims","France",0,0,0,"very light","Def",255,72,75,108,3,35,1,0,0
"618","rudy-mater",178,70,"Right Fullback","Valenciennes FC","France",0,0,0,"very light","Def",235,75,66,94,6,55,2,0,0
"619","david-ducourtioux",177,71,"Right Fullback","Valenciennes FC","France",0,0,0,"very light","Def",276,81,84,111,7,41,0,0,0
"620","stefan-bell",192,86,"Center Back","1. FSV Mainz 05","Germany",0,0,0,"very light","Def",144,65,34,45,12,19,1,0,0
"621","jannik-vestergaard",197,96,"Center Back","1899 Hoffenheim","Germany",0,0,0,"very light","Def",116,46,34,36,10,20,0,0,0
"622","andreas-beck",180,70,"Right Fullback","1899 Hoffenheim","Germany",0,0,0,"very light","Def",296,125,72,99,7,57,1,0,0
"623","stefan-reinartz",189,83,"Center Back","Bayer Leverkusen","Germany",0,0,0,"very light","Def",237,121,54,62,12,51,0,0,0
"624","manuel-friedrich",189,87,"Center Back","Bayer Leverkusen","Germany",0,0,0,"very light","Def",421,194,99,128,35,56,1,0,0
"625","philipp-wollscheid",194,88,"Center Back","Bayer Leverkusen","Germany",0,0,0,"very light","Def",191,89,33,69,10,28,0,0,0
"626","michal-kadlec",184,76,"Left Fullback","Bayer Leverkusen","Germany",0,0,0,"very light","Def",249,114,64,71,27,32,1,1,0.00401606425702811
"627","sebastian-boenisch",191,85,"Left Fullback","Bayer Leverkusen","Germany",0,0,0,"very light","Def",188,90,51,47,6,22,1,1,0.00531914893617021
"628","dani-carvajal",171,73,"Right Fullback","Bayer Leverkusen","Germany",0,0,0,"very light","Def",90,64,14,12,4,18,0,0,0
"629","daniel-schwaab",186,76,"Right Fullback","Bayer Leverkusen","Germany",0,0,0,"very light","Def",284,141,69,74,7,40,0,1,0.00352112676056338
"630","holger-badstuber",190,83,"Center Back","Bayern M_nchen","Germany",0,0,0,"very light","Def",242,142,52,48,11,37,1,1,0.00413223140495868
"631","roel-brouwers",192,81,"Center Back","Bor. M_nchengladbach","Germany",0,0,0,"very light","Def",289,120,75,94,23,46,3,4,0.013840830449827
"632","filip-daems",181,79,"Left Fullback","Bor. M_nchengladbach","Germany",0,0,0,"very light","Def",355,133,92,130,31,34,0,0,0
"633","oscar-wendt",181,82,"Left Fullback","Bor. M_nchengladbach","Germany",0,0,0,"very light","Def",247,135,52,60,11,18,0,0,0
"634","koray-guenter",184,79,"Center Back","Borussia Dortmund","Germany",0,0,0,"very light","Def",87,40,18,29,5,7,1,1,0.0114942528735632
"635","marcel-halstenberg",186,82,"Center Back","Borussia Dortmund","Germany",0,0,0,"very light","Def",167,76,36,55,11,24,1,1,0.00598802395209581
"636","chris-loewe",175,65,"Left Fullback","Borussia Dortmund","Germany",0,0,0,"very light","Def",154,84,34,36,10,19,0,0,0
"637","marcel-schmelzer",181,74,"Left Fullback","Borussia Dortmund","Germany",0,0,0,"very light","Def",261,149,60,52,4,31,1,1,0.00383141762452107
"638","lukasz-piszczek",184,78,"Right Fullback","Borussia Dortmund","Germany",0,0,0,"very light","Def",286,137,67,82,23,10,0,0,0
"639","erik-wille",183,74,"Center Back","Eintracht Frankfurt","Germany",0,0,0,"very light","Def",104,42,13,49,16,14,0,2,0.0192307692307692
"640","martin-amedick",194,85,"Center Back","Eintracht Frankfurt","Germany",0,0,0,"very light","Def",247,113,50,84,15,19,1,0,0
"641","heiko-butscher",189,86,"Center Back","Eintracht Frankfurt","Germany",0,0,0,"very light","Def",276,119,54,103,25,15,0,1,0.0036231884057971
"642","bastian-oczipka",184,87,"Left Fullback","Eintracht Frankfurt","Germany",0,0,0,"very light","Def",166,65,33,68,2,10,0,0,0
"643","stefano-celozzi",171,65,"Right Fullback","Eintracht Frankfurt","Germany",0,0,0,"very light","Def",199,78,52,69,3,10,0,1,0.0050251256281407
"644","sebastian-jung",179,72,"Right Fullback","Eintracht Frankfurt","Germany",0,0,0,"very light","Def",238,103,61,74,11,17,0,0,0
"645","ragnar-klavan",185,79,"Center Back","FC Augsburg","Germany",0,0,0,"very light","Def",351,126,77,148,8,38,0,2,0.0056980056980057
"646","jan-ingwer-callsen-bracker",189,81,"Center Back","FC Augsburg","Germany",0,0,0,"very light","Def",246,98,52,96,16,40,1,0,0
"647","sebastian-langkamp",190,85,"Center Back","FC Augsburg","Germany",0,0,0,"very light","Def",182,56,48,78,12,39,1,1,0.00549450549450549
"648","matthias-ostrzolek",178,71,"Left Fullback","FC Augsburg","Germany",0,0,0,"very light","Def",157,71,34,52,1,25,2,0,0
"649","marcel-de-jong",174,73,"Left Fullback","FC Augsburg","Germany",0,0,0,"very light","Def",217,74,60,83,9,37,1,0,0
"650","paul-verhaegh",178,72,"Right Fullback","FC Augsburg","Germany",0,0,0,"very light","Def",298,102,72,124,12,49,0,1,0.00335570469798658
"651","ronny-philp",183,78,"Right Fullback","FC Augsburg","Germany",0,0,0,"very light","Def",140,57,32,51,4,20,1,0,0
"652","dominik-reinhardt",188,78,"Right Fullback","FC Augsburg","Germany",0,0,0,"very light","Def",215,81,58,76,2,27,0,0,0
"653","benedikt-hoewedes",187,80,"Center Back","FC Schalke 04","Germany",0,0,0,"very light","Def",295,159,54,82,21,27,2,3,0.0101694915254237
"654","kyriakos-papadopoulos",183,85,"Center Back","FC Schalke 04","Germany",0,0,0,"very light","Def",140,75,24,41,13,34,2,1,0.00714285714285714
"655","christian-fuchs",186,84,"Left Fullback","FC Schalke 04","Germany",0,0,0,"very light","Def",411,162,96,153,25,66,2,1,0.0024330900243309
"656","atsuto-uchida",176,62,"Right Fullback","FC Schalke 04","Germany",0,0,0,"very light","Def",258,135,56,67,6,35,0,1,0.00387596899224806
"657","juanan",192,87,"Center Back","Fortuna D_sseldorf","Germany",0,0,0,"very light","Def",66,27,18,21,3,5,0,0,0
"658","johannes-van-den-bergh",183,75,"Left Fullback","Fortuna D_sseldorf","Germany",0,0,0,"very light","Def",226,89,53,84,6,23,1,1,0.00442477876106195
"659","janek-sternberg",181,78,"Center Back","Hamburger SV","Germany",0,0,0,"very light","Def",125,57,20,48,5,26,1,0,0
"660","slobodan-rajkovic",191,88,"Center Back","Hamburger SV","Germany",0,0,0,"very light","Def",134,58,33,43,4,19,0,2,0.0149253731343284
"661","yannik-schulze",186,77,"Center Back","Hannover 96","Germany",0,0,0,"very light","Def",49,20,12,17,3,8,0,0,0
"662","mario-eggimann",189,84,"Center Back","Hannover 96","Germany",0,0,0,"very light","Def",328,139,70,119,23,46,1,0,0
"663","jannik-loehden",201,97,"Center Back","Hannover 96","Germany",0,0,0,"very light","Def",69,31,19,19,7,16,0,0,0
"664","immanuel-hoehn",183,72,"Center Back","SC Freiburg","Germany",0,0,0,"very light","Def",119,52,26,41,6,14,2,0,0
"665","matthias-ginter",188,85,"Center Back","SC Freiburg","Germany",0,0,0,"very light","Def",133,61,32,40,27,11,0,0,0
"666","christian-guenter",184,81,"Left Fullback","SC Freiburg","Germany",0,0,0,"very light","Def",107,49,28,30,3,12,0,0,0
"667","thomas-kleine",191,82,"Center Back","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Def",354,151,76,127,25,42,1,2,0.00564971751412429
"668","mergim-mavraj",189,84,"Center Back","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Def",239,88,67,84,8,45,5,0,0
"669","lasse-sobiech",196,88,"Center Back","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Def",153,62,32,59,12,10,0,0,0
"670","heinrich-schmidtgal",174,78,"Left Fullback","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Def",228,99,56,73,24,37,2,0,0
"671","benedikt-roecker",197,90,"Center Back","VfB Stuttgart","Germany",0,0,0,"very light","Def",135,42,43,50,9,12,0,1,0.00740740740740741
"672","gotoku-sakai",176,74,"Right Fullback","VfB Stuttgart","Germany",0,0,0,"very light","Def",172,70,46,56,2,13,0,1,0.00581395348837209
"673","georg-niedermeier",188,74,"Right Fullback","VfB Stuttgart","Germany",0,0,0,"very light","Def",226,90,66,70,9,47,3,1,0.00442477876106195
"674","tim-hoogland",183,75,"Right Fullback","VfB Stuttgart","Germany",0,0,0,"very light","Def",154,82,34,38,19,12,0,1,0.00649350649350649
"675","marco-russ",190,75,"Center Back","VfL Wolfsburg","Germany",0,0,0,"very light","Def",252,91,67,94,19,53,1,1,0.00396825396825397
"676","simon-kjaer",190,82,"Center Back","VfL Wolfsburg","Germany",0,0,0,"very light","Def",244,107,63,74,10,44,1,1,0.00409836065573771
"677","alexander-madlung",193,92,"Center Back","VfL Wolfsburg","Germany",0,0,0,"very light","Def",325,132,90,103,31,42,4,3,0.00923076923076923
"678","michael-schulze",185,78,"Right Fullback","VfL Wolfsburg","Germany",0,0,0,"very light","Def",155,71,38,46,9,17,1,0,0
"679","san-jose_2",186,77,"Center Back","Athletic Bilbao","Spain",0,0,0,"very light","Def",180,84,37,59,20,44,0,1,0.00555555555555556
"680","aurtenetxe",182,82,"Center Back","Athletic Bilbao","Spain",0,0,0,"very light","Def",120,53,30,37,6,25,1,1,0.00833333333333333
"681","amorebieta",192,85,"Center Back","Athletic Bilbao","Spain",0,0,0,"very light","Def",274,98,65,111,5,93,9,4,0.0145985401459854
"682","castillo_8",182,71,"Left Fullback","Athletic Bilbao","Spain",0,0,0,"very light","Def",114,50,29,35,1,22,2,1,0.0087719298245614
"683","juanfran_2",180,72,"Right Fullback","Atl©tico Madrid","Spain",0,0,0,"very light","Def",366,164,89,113,19,61,1,1,0.00273224043715847
"684","echaide",179,78,"Center Back","CA Osasuna","Spain",0,0,0,"very light","Def",103,33,28,42,3,24,2,1,0.00970873786407767
"685","ruben",187,83,"Center Back","CA Osasuna","Spain",0,0,0,"very light","Def",173,59,47,67,7,42,3,0,0
"686","marc-bertran",181,78,"Right Fullback","CA Osasuna","Spain",0,0,0,"very light","Def",191,61,53,77,3,43,1,1,0.00523560209424084
"687","damia",188,79,"Right Fullback","CA Osasuna","Spain",0,0,0,"very light","Def",234,77,64,93,5,66,2,2,0.00854700854700855
"688","pablo-insua",186,76,"Center Back","Deportivo La Coru±a","Spain",0,0,0,"very light","Def",42,19,12,11,3,11,0,0,0
"689","ayoze",175,75,"Left Fullback","Deportivo La Coru±a","Spain",0,0,0,"very light","Def",221,92,51,78,4,56,1,1,0.00452488687782805
"690","bartra",183,70,"Center Back","FC Barcelona","Spain",0,0,0,"very light","Def",126,81,22,23,6,19,0,0,0
"691","puyol",178,80,"Center Back","FC Barcelona","Spain",0,0,0,"very light","Def",655,421,134,100,20,119,2,1,0.00152671755725191
"692","pique",192,85,"Center Back","FC Barcelona","Spain",0,0,0,"very light","Def",380,268,71,41,29,77,4,4,0.0105263157894737
"693","alexis",183,80,"Center Back","Getafe CF","Spain",0,0,0,"very light","Def",255,96,57,102,16,77,7,4,0.0156862745098039
"694","david-abraham",187,85,"Center Back","Getafe CF","Spain",0,0,0,"very light","Def",255,129,52,74,15,52,1,2,0.00784313725490196
"695","david-navarro",188,82,"Center Back","Levante UD","Spain",0,0,0,"very light","Def",276,129,73,74,12,74,5,2,0.0072463768115942
"696","nikos-karabelas",180,72,"Left Fullback","Levante UD","Spain",0,0,0,"very light","Def",156,69,40,47,1,37,2,1,0.00641025641025641
"697","labaka",185,78,"Center Back","Rayo Vallecano","Spain",0,0,0,"very light","Def",175,68,38,69,10,26,1,2,0.0114285714285714
"698","geromel",190,84,"Center Back","RCD Mallorca","Spain",0,0,0,"very light","Def",201,61,46,94,7,41,2,1,0.00497512437810945
"699","damien-perquis",184,78,"Center Back","Real Betis","Spain",0,0,0,"very light","Def",233,71,68,94,13,42,3,1,0.00429184549356223
